time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
0.00,0.107,1.2,0.1,5.312,2.953,1.297
0.17,0.109,1.3,0.1,5.312,2.953,1.297
0.34,0.113,1.3,0.1,7.969,2.953,1.297
0.51,0.113,1.3,0.1,7.969,2.953,1.297
0.68,0.116,1.3,0.1,10.625,2.953,1.297
0.85,0.116,1.3,0.2,10.625,2.953,1.297
1.01,0.119,1.3,0.2,10.625,2.953,1.297
1.18,0.116,1.3,0.2,13.281,2.953,1.297
1.35,0.116,1.3,0.1,13.281,2.953,1.297
1.52,0.116,1.3,0.1,13.281,2.953,1.297
1.69,0.113,1.2,0.1,13.281,2.953,1.297
1.86,0.112,1.2,0.1,13.281,2.953,1.297
2.03,0.113,1.3,0.1,13.281,2.953,1.297
2.20,0.113,1.3,0.1,13.281,2.953,1.297
2.37,0.116,1.2,0.1,13.281,2.953,1.297
2.54,0.115,1.3,0.1,13.281,2.953,1.297
2.71,0.116,1.3,0.1,13.281,2.953,1.297
2.87,0.116,1.3,0.1,10.625,2.953,1.297
3.04,0.116,1.3,0.1,10.625,2.953,1.297
3.21,0.115,1.3,0.1,10.625,2.953,1.297
3.38,0.115,1.2,0.1,10.625,2.953,1.297
3.55,0.112,1.2,0.1,10.625,2.953,1.297
3.72,0.112,1.3,0.1,13.281,2.953,1.297
3.89,0.112,1.3,0.1,13.281,2.953,1.297
4.06,0.116,1.2,0.1,13.281,2.953,1.297
4.23,0.116,1.3,0.2,15.938,2.953,1.297
4.40,0.116,1.3,0.1,18.594,2.953,1.297
4.57,0.117,1.3,0.2,21.250,2.953,1.297
4.74,0.120,1.3,0.2,26.562,2.953,1.297
4.91,0.120,1.3,0.2,23.906,2.953,1.297
5.07,0.116,1.3,0.1,26.562,2.953,1.297
5.24,0.119,1.3,0.2,26.562,2.953,1.297
5.41,0.115,1.3,0.1,29.219,2.953,1.297
5.58,0.116,1.3,0.1,34.531,2.953,1.297
5.75,0.112,1.2,0.1,29.219,2.953,1.297
5.92,0.112,1.2,0.1,26.562,2.953,1.297
6.09,0.109,1.2,0.1,23.906,2.953,1.297
6.26,0.108,1.2,0.1,21.250,2.953,1.297
6.43,0.108,1.2,0.1,21.250,2.953,1.297
6.60,0.108,1.2,0.1,18.594,2.953,1.297
6.77,0.109,1.2,0.1,18.594,2.953,1.297
6.93,0.109,1.2,0.1,18.594,2.953,1.297
7.10,0.108,1.2,0.1,21.250,2.953,1.297
7.27,0.112,1.3,0.1,18.594,2.953,1.297
7.44,0.108,1.1,0.1,13.281,2.953,1.297
7.61,0.113,1.2,0.1,15.938,2.953,1.297
7.78,0.109,1.2,0.1,15.938,2.953,1.297
7.95,0.113,1.3,0.1,15.938,2.953,1.297
8.12,0.109,1.2,0.1,15.938,2.953,1.297
8.29,0.111,1.2,0.1,15.938,2.953,1.297
8.46,0.113,1.3,0.1,15.938,2.953,1.297
8.63,0.108,1.2,0.1,15.938,2.953,1.297
8.80,0.112,1.2,0.1,15.938,2.953,1.297
8.97,0.111,1.2,0.1,15.938,2.953,1.297
