time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
0.00,0.000,0.1,0.0,5.312,2.953,1.297
0.17,0.000,0.1,0.0,5.312,2.953,1.297
0.34,0.000,0.1,0.0,5.312,2.953,1.297
0.51,0.000,0.1,0.0,5.312,2.953,1.297
0.67,0.000,0.1,0.0,5.312,2.953,1.297
0.84,0.000,0.1,0.0,5.312,2.953,1.297
1.01,0.000,0.1,0.0,5.312,2.953,1.297
1.18,0.000,0.1,0.0,5.312,2.953,1.297
1.35,0.000,0.1,0.0,5.312,2.953,1.297
1.52,0.000,0.1,0.0,5.312,2.953,1.297
1.68,0.000,0.1,0.0,5.312,2.953,1.297
1.85,0.000,0.1,0.0,5.312,2.953,1.297
2.02,0.000,0.1,0.0,5.312,2.953,1.297
2.19,0.000,0.1,0.0,5.312,2.953,1.297
2.36,0.000,0.1,0.0,5.312,2.953,1.297
2.53,0.000,0.1,0.0,5.312,2.953,1.297
2.70,0.000,0.1,0.0,5.312,2.953,1.297
2.87,0.000,0.1,0.0,5.312,2.953,1.297
3.04,0.000,0.1,0.0,5.312,2.953,1.297
3.21,0.000,0.1,0.0,5.312,2.953,1.297
3.38,0.000,0.1,0.0,5.312,2.953,1.297
3.55,0.000,0.1,0.0,5.312,2.953,1.297
3.72,0.000,0.1,0.0,5.312,2.953,1.297
3.88,0.000,0.1,0.0,5.312,2.953,1.297
4.05,0.000,0.1,0.0,5.312,2.953,1.297
4.22,0.000,0.1,0.0,5.312,2.953,1.297
4.39,0.000,0.1,0.0,5.312,2.953,1.297
4.56,0.000,0.1,0.0,5.312,2.953,1.297
4.73,0.000,0.1,0.0,5.312,2.953,1.297
4.90,0.000,0.1,0.0,5.312,2.953,1.297
5.07,0.000,0.1,0.0,5.312,2.953,1.297
5.24,0.000,0.1,0.0,5.312,2.953,1.297
5.41,0.000,0.1,0.0,5.312,2.953,1.297
5.58,0.000,0.1,0.0,5.312,2.953,1.297
5.75,0.000,0.1,0.0,5.312,2.953,1.297
5.91,0.000,0.1,0.0,5.312,2.953,1.297
6.08,0.000,0.1,0.0,5.312,2.953,1.297
6.25,0.000,0.1,0.0,5.312,2.953,1.297
6.42,0.000,0.1,0.0,5.312,2.953,1.297
6.59,0.000,0.1,0.0,5.312,2.953,1.297
6.76,0.000,0.1,0.0,5.312,2.953,1.297
6.93,0.000,0.1,0.0,5.312,2.953,1.297
7.10,0.000,0.1,0.0,5.312,2.953,1.297
7.27,0.000,0.1,0.0,5.312,2.953,1.297
7.44,0.000,0.1,0.0,5.312,2.953,1.297
7.61,0.000,0.1,0.0,5.312,2.953,1.297
7.78,0.000,0.1,0.0,5.312,2.953,1.297
7.95,0.000,0.1,0.0,5.312,2.953,1.297
8.11,0.000,0.1,0.0,5.312,2.953,1.297
8.28,0.000,0.1,0.0,5.312,2.953,1.297
8.45,0.000,0.1,0.0,5.312,2.953,1.297
8.62,0.000,0.1,0.0,5.312,2.953,1.297
8.79,0.000,0.1,0.0,5.312,2.953,1.297
8.96,0.000,0.1,0.0,5.312,2.953,1.297
9.13,0.000,0.1,0.0,5.312,2.953,1.297
9.30,0.000,0.1,0.0,5.312,2.953,1.297
9.47,0.000,0.1,0.0,5.312,2.953,1.297
9.64,0.000,0.1,0.0,5.312,2.953,1.297
9.81,0.000,0.1,0.0,5.312,2.953,1.297
9.98,0.000,0.2,0.0,5.312,2.953,1.297
10.14,0.000,0.1,0.0,5.312,2.953,1.297
10.31,0.000,0.1,0.0,5.312,2.953,1.297
10.48,0.000,0.1,0.0,5.312,2.953,1.297
10.65,0.000,0.1,0.0,5.312,2.953,1.297
10.82,0.000,0.1,0.0,5.312,2.953,1.297
10.99,0.000,0.1,0.0,5.312,2.953,1.297
11.16,0.000,0.1,0.0,5.312,2.953,1.297
11.33,0.000,0.1,0.0,5.312,2.953,1.297
11.50,0.000,0.1,0.0,5.312,2.953,1.297
11.67,0.000,0.1,0.0,5.312,2.953,1.297
11.84,0.000,0.1,0.0,5.312,2.953,1.297
12.01,0.000,0.1,0.0,5.312,2.953,1.297
12.17,0.000,0.1,0.0,5.312,2.953,1.297
12.34,0.000,0.1,0.0,5.312,2.953,1.297
12.51,0.000,0.1,0.0,5.312,2.953,1.297
12.68,0.000,0.1,0.0,5.312,2.953,1.297
12.85,0.000,0.1,0.0,5.312,2.953,1.297
13.02,0.000,0.1,0.0,5.312,2.953,1.297
13.19,0.000,0.1,0.0,5.312,2.953,1.297
13.36,0.000,0.1,0.0,5.312,2.953,1.297
13.53,0.000,0.1,0.0,5.312,2.953,1.297
13.70,0.000,0.1,0.0,5.312,2.953,1.297
13.87,0.000,0.1,0.0,5.312,2.953,1.297
14.05,0.000,0.1,0.0,5.312,2.953,1.297
14.23,0.000,0.1,0.0,5.312,2.953,1.297
14.40,0.000,0.1,0.0,5.312,2.953,1.297
14.56,0.000,0.1,0.0,5.312,2.953,1.297
14.73,0.000,0.1,0.0,5.312,2.953,1.297
14.90,0.000,0.1,0.0,5.312,2.953,1.297
15.07,0.000,0.1,0.0,5.312,2.953,1.297
15.24,0.000,0.1,0.0,5.312,2.953,1.297
15.41,0.000,0.1,0.0,5.312,2.953,1.297
15.58,0.000,0.1,0.0,5.312,2.953,1.297
15.75,0.000,0.1,0.0,5.312,2.953,1.297
15.92,0.000,0.1,0.0,5.312,2.953,1.297
16.08,0.000,0.1,0.0,5.312,2.953,1.297
16.25,0.000,0.1,0.0,5.312,2.953,1.297
16.42,0.000,0.1,0.0,5.312,2.953,1.297
16.59,0.000,0.1,0.0,5.312,2.953,1.297
16.76,0.000,0.1,0.0,5.312,2.953,1.297
16.93,0.000,0.1,0.0,5.312,2.953,1.297
17.09,0.000,0.1,0.0,5.312,2.953,1.297
17.26,0.000,0.1,0.0,5.312,2.953,1.297
17.43,0.000,0.1,0.0,5.312,2.953,1.297
17.60,0.000,0.1,0.0,5.312,2.953,1.297
17.77,0.000,0.1,0.0,5.312,2.953,1.297
17.94,0.000,0.1,0.0,5.312,2.953,1.297
18.11,0.000,0.1,0.0,5.312,2.953,1.297
18.27,0.000,0.1,0.0,5.312,2.953,1.297
18.44,0.000,0.1,0.0,5.312,2.953,1.297
18.61,0.000,0.1,0.0,5.312,2.953,1.297
18.78,0.000,0.1,0.0,5.312,2.953,1.297
18.95,0.000,0.1,0.0,5.312,2.953,1.297
19.11,0.000,0.1,0.0,5.312,2.953,1.297
19.28,0.000,0.1,0.0,5.312,2.953,1.297
19.45,0.000,0.1,0.0,5.312,2.953,1.297
19.62,0.000,0.1,0.0,5.312,2.953,1.297
19.79,0.000,0.1,0.0,5.312,2.953,1.297
19.95,0.000,0.1,0.0,5.312,2.953,1.297
20.13,0.000,0.1,0.0,5.312,2.953,1.297
20.30,0.000,0.1,0.0,5.312,2.953,1.297
20.46,0.000,0.1,0.0,5.312,2.953,1.297
20.63,0.000,0.1,0.0,5.312,2.953,1.297
20.80,0.000,0.1,0.0,5.312,2.953,1.297
20.97,0.000,0.1,0.0,5.312,2.953,1.297
21.14,0.000,0.1,0.0,5.312,2.953,1.297
21.31,0.000,0.1,0.0,5.312,2.953,1.297
21.48,0.000,0.1,0.0,5.312,2.953,1.297
21.65,0.000,0.1,0.0,5.312,2.953,1.297
21.82,0.000,0.1,0.0,5.312,2.953,1.297
21.99,0.000,0.1,0.0,5.312,2.953,1.297
22.15,0.000,0.1,0.0,5.312,2.953,1.297
22.33,0.000,0.1,0.0,5.312,2.953,1.297
22.49,0.000,0.1,0.0,5.312,2.953,1.297
22.66,0.000,0.1,0.0,5.312,2.953,1.297
22.83,0.000,0.1,0.0,5.312,2.953,1.297
23.00,0.000,0.1,0.0,5.312,2.953,1.297
23.17,0.000,0.1,0.0,5.312,2.953,1.297
23.34,0.000,0.1,0.0,5.312,2.953,1.297
23.51,0.000,0.1,0.0,5.312,2.953,1.297
23.68,0.000,0.1,0.0,5.312,2.953,1.297
