time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
19.10,0.004,0.1,0.0,5.312,2.953,1.297
19.27,0.005,0.1,0.0,5.312,2.953,1.297
19.44,0.004,0.1,0.0,5.312,2.953,1.297
19.61,0.005,0.1,0.0,5.312,2.953,1.297
19.78,0.004,0.1,0.0,5.312,2.953,1.297
19.94,0.005,0.1,0.0,5.312,2.953,1.297
20.12,0.005,0.1,0.0,5.312,2.953,1.297
20.28,0.004,0.1,0.0,5.312,2.953,1.297
20.45,0.005,0.1,0.0,5.312,2.953,1.297
20.62,0.005,0.1,0.0,5.312,2.953,1.297
20.79,0.005,0.1,0.0,5.312,2.953,1.297
20.96,0.004,0.1,0.0,5.312,2.953,1.297
21.13,0.007,0.1,0.0,5.312,2.953,1.297
21.30,0.004,0.1,0.0,5.312,2.953,1.297
21.47,0.004,0.1,0.0,5.312,2.953,1.297
21.64,0.005,0.1,0.0,5.312,2.953,1.297
21.81,0.005,0.1,0.0,5.312,2.953,1.297
21.98,0.004,0.1,0.0,5.312,2.953,1.297
22.14,0.004,0.1,0.0,5.312,2.953,1.297
22.32,0.004,0.1,0.0,5.312,2.953,1.297
22.48,0.004,0.1,0.0,5.312,2.953,1.297
22.65,0.007,0.1,0.0,5.312,2.953,1.297
22.82,0.004,0.1,0.0,5.312,2.953,1.297
22.99,0.004,0.1,0.0,5.312,2.953,1.297
23.16,0.005,0.1,0.0,5.312,2.953,1.297
23.33,0.004,0.1,0.0,5.312,2.953,1.297
23.50,0.007,0.1,0.0,5.312,2.953,1.297
23.67,0.004,0.1,0.0,5.312,2.953,1.297
23.84,0.004,0.1,0.0,5.312,2.953,1.297
24.01,0.005,0.1,0.0,5.312,2.953,1.297
24.17,0.004,0.1,0.0,5.312,2.953,1.297
24.34,0.005,0.1,0.0,5.312,2.953,1.297
24.51,0.004,0.1,0.0,5.312,2.953,1.297
24.68,0.004,0.1,0.0,5.312,2.953,1.297
24.85,0.004,0.1,0.0,5.312,2.953,1.297
25.02,0.005,0.1,0.0,5.312,2.953,1.297
25.19,0.005,0.1,0.0,5.312,2.953,1.297
25.36,0.004,0.1,0.0,5.312,2.953,1.297
25.53,0.005,0.1,0.0,5.312,2.953,1.297
25.70,0.005,0.1,0.0,5.312,2.953,1.297
25.87,0.005,0.1,0.0,5.312,2.953,1.297
26.04,0.005,0.1,0.0,5.312,2.953,1.297
26.20,0.005,0.1,0.0,5.312,2.953,1.297
26.37,0.005,0.1,0.0,5.312,2.953,1.297
26.54,0.005,0.1,0.0,5.312,2.953,1.297
26.71,0.005,0.1,0.0,5.312,2.953,1.297
26.88,0.004,0.1,0.0,5.312,2.953,1.297
27.05,0.005,0.1,0.0,5.312,2.953,1.297
27.22,0.004,0.1,0.0,5.312,2.953,1.297
27.39,0.005,0.1,0.0,5.312,2.953,1.297
27.56,0.004,0.1,0.0,5.312,2.953,1.297
27.73,0.004,0.1,0.0,5.312,2.953,1.297
27.90,0.005,0.1,0.0,5.312,2.953,1.297
28.07,0.005,0.1,0.0,5.312,2.953,1.297
28.24,0.004,0.1,0.0,5.312,2.953,1.297
28.40,0.004,0.1,0.0,5.312,2.953,1.297
28.57,0.004,0.1,0.0,5.312,2.953,1.297
28.74,0.004,0.1,0.0,5.312,2.953,1.297
28.91,0.004,0.1,0.0,5.312,2.953,1.297
29.08,0.004,0.1,0.0,5.312,2.953,1.297
29.25,0.005,0.1,0.0,5.312,2.953,1.297
29.42,0.004,0.1,0.0,5.312,2.953,1.297
29.59,0.005,0.1,0.0,5.312,2.953,1.297
29.76,0.004,0.1,0.0,5.312,2.953,1.297
29.93,0.005,0.1,0.0,5.312,2.953,1.297
30.10,0.005,0.1,0.0,5.312,2.953,1.297
30.26,0.004,0.1,0.0,5.312,2.953,1.297
30.43,0.004,0.1,0.0,5.312,2.953,1.297
30.60,0.007,0.1,0.0,5.312,2.953,1.297
30.77,0.007,0.1,0.0,5.312,2.953,1.297
30.94,0.005,0.1,0.0,5.312,2.953,1.297
31.11,0.004,0.1,0.0,5.312,2.953,1.297
31.28,0.005,0.1,0.0,5.312,2.953,1.297
31.45,0.004,0.1,0.0,5.312,2.953,1.297
31.62,0.005,0.1,0.0,5.312,2.953,1.297
31.79,0.004,0.1,0.0,5.312,2.953,1.297
31.96,0.004,0.1,0.0,5.312,2.953,1.297
32.13,0.004,0.1,0.0,5.312,2.953,1.297
32.29,0.005,0.1,0.0,5.312,2.953,1.297
32.46,0.004,0.1,0.0,5.312,2.953,1.297
32.63,0.005,0.1,0.0,5.312,2.953,1.297
32.80,0.004,0.1,0.0,5.312,2.953,1.297
32.97,0.005,0.1,0.0,5.312,2.953,1.297
33.14,0.004,0.1,0.0,5.312,2.953,1.297
33.31,0.004,0.1,0.0,5.312,2.953,1.297
33.48,0.004,0.1,0.0,5.312,2.953,1.297
33.65,0.004,0.1,0.0,5.312,2.953,1.297
33.82,0.005,0.1,0.0,5.312,2.953,1.297
33.99,0.005,0.1,0.0,5.312,2.953,1.297
34.16,0.005,0.1,0.0,5.312,2.953,1.297
34.32,0.004,0.1,0.0,5.312,2.953,1.297
34.49,0.007,0.1,0.0,5.312,2.953,1.297
34.66,0.005,0.1,0.0,5.312,2.953,1.297
34.83,0.005,0.1,0.0,5.312,2.953,1.297
35.00,0.004,0.1,0.0,5.312,2.953,1.297
35.17,0.004,0.1,0.0,5.312,2.953,1.297
35.34,0.005,0.1,0.0,5.312,2.953,1.297
35.51,0.004,0.1,0.0,5.312,2.953,1.297
35.68,0.004,0.1,0.0,5.312,2.953,1.297
35.85,0.004,0.1,0.0,5.312,2.953,1.297
36.01,0.004,0.1,0.0,5.312,2.953,1.297
36.18,0.005,0.1,0.0,5.312,2.953,1.297
36.35,0.005,0.1,0.0,5.312,2.953,1.297
36.52,0.004,0.1,0.0,5.312,2.953,1.297
36.69,0.004,0.1,0.0,5.312,2.953,1.297
36.86,0.005,0.1,0.0,5.312,2.953,1.297
37.03,0.004,0.1,0.0,5.312,2.953,1.297
37.20,0.005,0.1,0.0,5.312,2.953,1.297
37.36,0.005,0.1,0.0,5.312,2.953,1.297
37.53,0.004,0.1,0.0,5.312,2.953,1.297
37.70,0.004,0.1,0.0,5.312,2.953,1.297
37.87,0.005,0.1,0.0,5.312,2.953,1.297
38.04,0.004,0.1,0.0,5.312,2.953,1.297
38.21,0.007,0.1,0.0,5.312,2.953,1.297
38.38,0.004,0.1,0.0,5.312,2.953,1.297
38.55,0.005,0.1,0.0,5.312,2.953,1.297
38.72,0.005,0.1,0.0,5.312,2.953,1.297
38.89,0.005,0.1,0.0,5.312,2.953,1.297
39.06,0.005,0.1,0.0,5.312,2.953,1.297
39.22,0.004,0.1,0.0,5.312,2.953,1.297
39.39,0.004,0.1,0.0,5.312,2.953,1.297
39.56,0.005,0.1,0.0,5.312,2.953,1.297
39.73,0.004,0.1,0.0,5.312,2.953,1.297
39.90,0.004,0.1,0.0,5.312,2.953,1.297
40.07,0.004,0.1,0.0,5.312,2.953,1.297
40.24,0.007,0.1,0.0,5.312,2.953,1.297
40.41,0.004,0.1,0.0,5.312,2.953,1.297
40.58,0.004,0.1,0.0,5.312,2.953,1.297
40.75,0.004,0.1,0.0,5.312,2.953,1.297
40.92,0.004,0.1,0.0,5.312,2.953,1.297
41.09,0.005,0.1,0.0,5.312,2.953,1.297
41.26,0.007,0.1,0.0,5.312,2.953,1.297
41.42,0.005,0.1,0.0,5.312,2.953,1.297
41.59,0.005,0.1,0.0,5.312,2.953,1.297
41.76,0.004,0.1,0.0,5.312,2.953,1.297
41.93,0.004,0.1,0.0,5.312,2.953,1.297
42.10,0.005,0.1,0.0,5.312,2.953,1.297
42.27,0.004,0.1,0.0,5.312,2.953,1.297
42.44,0.005,0.1,0.0,5.312,2.953,1.297
42.61,0.007,0.1,0.0,5.312,2.953,1.297
42.78,0.004,0.1,0.0,5.312,2.953,1.297
42.95,0.004,0.1,0.0,5.312,2.953,1.297
43.12,0.005,0.1,0.0,5.312,2.953,1.297
43.29,0.005,0.1,0.0,5.312,2.953,1.297
43.46,0.007,0.1,0.0,5.312,2.953,1.297
43.62,0.004,0.1,0.0,5.312,2.953,1.297
43.79,0.005,0.2,0.0,5.312,2.953,1.297
43.96,0.007,0.1,0.0,5.312,2.953,1.297
44.13,0.004,0.1,0.0,5.312,2.953,1.297
44.30,0.004,0.1,0.0,5.312,2.953,1.297
44.47,0.004,0.1,0.0,5.312,2.953,1.297
44.64,0.004,0.1,0.0,5.312,2.953,1.297
44.81,0.004,0.1,0.0,5.312,2.953,1.297
44.98,0.005,0.1,0.0,5.312,2.953,1.297
45.15,0.004,0.1,0.0,5.312,2.953,1.297
45.32,0.007,0.1,0.0,5.312,2.953,1.297
45.49,0.005,0.1,0.0,5.312,2.953,1.297
45.65,0.005,0.1,0.0,5.312,2.953,1.297
45.82,0.004,0.1,0.0,5.312,2.953,1.297
45.99,0.005,0.1,0.0,5.312,2.953,1.297
46.16,0.004,0.1,0.0,5.312,2.953,1.297
46.33,0.004,0.1,0.0,5.312,2.953,1.297
46.50,0.005,0.1,0.0,5.312,2.953,1.297
46.67,0.004,0.1,0.0,5.312,2.953,1.297
46.84,0.005,0.1,0.0,5.312,2.953,1.297
47.01,0.005,0.1,0.0,5.312,2.953,1.297
47.18,0.007,0.1,0.0,5.312,2.953,1.297
47.35,0.007,0.1,0.0,5.312,2.953,1.297
47.51,0.004,0.1,0.0,5.312,2.953,1.297
47.68,0.005,0.1,0.0,5.312,2.953,1.297
47.85,0.007,0.1,0.0,5.312,2.953,1.297
48.02,0.004,0.1,0.0,5.312,2.953,1.297
48.19,0.004,0.1,0.0,5.312,2.953,1.297
48.36,0.004,0.1,0.0,5.312,2.953,1.297
48.53,0.007,0.1,0.0,5.312,2.953,1.297
48.70,0.004,0.1,0.0,5.312,2.953,1.297
48.87,0.004,0.1,0.0,5.312,2.953,1.297
49.04,0.004,0.1,0.0,5.312,2.953,1.297
49.21,0.008,0.1,0.0,5.312,2.953,1.297
49.38,0.004,0.1,0.0,5.312,2.953,1.297
49.54,0.005,0.1,0.0,5.312,2.953,1.297
49.71,0.004,0.1,0.0,5.312,2.953,1.297
49.88,0.005,0.1,0.0,5.312,2.953,1.297
50.05,0.007,0.1,0.0,5.312,2.953,1.297
50.22,0.004,0.1,0.0,5.312,2.953,1.297
50.39,0.005,0.1,0.0,5.312,2.953,1.297
50.56,0.005,0.1,0.0,5.312,2.953,1.297
50.73,0.004,0.1,0.0,5.312,2.953,1.297
50.90,0.005,0.1,0.0,5.312,2.953,1.297
51.07,0.005,0.1,0.0,5.312,2.953,1.297
51.24,0.004,0.1,0.0,5.312,2.953,1.297
51.40,0.005,0.1,0.0,5.312,2.953,1.297
51.57,0.004,0.1,0.0,5.312,2.953,1.297
51.74,0.004,0.1,0.0,5.312,2.953,1.297
51.91,0.004,0.1,0.0,5.312,2.953,1.297
52.08,0.004,0.1,0.0,5.312,2.953,1.297
52.25,0.004,0.1,0.0,5.312,2.953,1.297
52.42,0.007,0.1,0.0,5.312,2.953,1.297
52.59,0.004,0.1,0.0,5.312,2.953,1.297
52.75,0.004,0.1,0.0,5.312,2.953,1.297
52.92,0.005,0.1,0.0,5.312,2.953,1.297
53.09,0.004,0.1,0.0,5.312,2.953,1.297
53.26,0.004,0.1,0.0,5.312,2.953,1.297
53.43,0.008,0.1,0.0,5.312,2.953,1.297
53.60,0.005,0.1,0.0,5.312,2.953,1.297
53.77,0.005,0.1,0.0,5.312,2.953,1.297
53.94,0.004,0.1,0.0,5.312,2.953,1.297
54.10,0.005,0.1,0.0,5.312,2.953,1.297
54.27,0.004,0.1,0.0,5.312,2.953,1.297
54.44,0.004,0.1,0.0,5.312,2.953,1.297
54.61,0.005,0.1,0.0,5.312,2.953,1.297
54.78,0.004,0.1,0.0,5.312,2.953,1.297
54.95,0.004,0.1,0.0,5.312,2.953,1.297
55.12,0.008,0.1,0.0,5.312,2.953,1.297
55.28,0.005,0.1,0.0,5.312,2.953,1.297
55.45,0.004,0.1,0.0,5.312,2.953,1.297
55.62,0.004,0.1,0.0,5.312,2.953,1.297
55.79,0.005,0.1,0.0,5.312,2.953,1.297
55.96,0.005,0.1,0.0,5.312,2.953,1.297
56.13,0.004,0.1,0.0,5.312,2.953,1.297
56.30,0.004,0.1,0.0,5.312,2.953,1.297
56.47,0.004,0.1,0.0,5.312,2.953,1.297
56.64,0.005,0.1,0.0,5.312,2.953,1.297
56.81,0.004,0.1,0.0,5.312,2.953,1.297
56.97,0.007,0.1,0.0,5.312,2.953,1.297
57.14,0.004,0.1,0.0,5.312,2.953,1.297
57.31,0.004,0.1,0.0,5.312,2.953,1.297
57.48,0.005,0.1,0.0,5.312,2.953,1.297
57.65,0.004,0.1,0.0,5.312,2.953,1.297
57.82,0.005,0.1,0.0,5.312,2.953,1.297
57.99,0.004,0.1,0.0,5.312,2.953,1.297
58.16,0.004,0.1,0.0,5.312,2.953,1.297
58.33,0.005,0.1,0.0,5.312,2.953,1.297
58.50,0.005,0.1,0.0,5.312,2.953,1.297
58.67,0.004,0.1,0.0,5.312,2.953,1.297
58.83,0.005,0.1,0.0,5.312,2.953,1.297
59.00,0.004,0.1,0.0,5.312,2.953,1.297
59.17,0.005,0.1,0.0,5.312,2.953,1.297
59.34,0.005,0.1,0.0,5.312,2.953,1.297
59.51,0.007,0.1,0.0,5.312,2.953,1.297
59.68,0.004,0.1,0.0,5.312,2.953,1.297
59.85,0.004,0.1,0.0,5.312,2.953,1.297
60.02,0.007,0.1,0.0,5.312,2.953,1.297
60.19,0.005,0.1,0.0,5.312,2.953,1.297
60.36,0.005,0.1,0.0,5.312,2.953,1.297
60.53,0.005,0.1,0.0,5.312,2.953,1.297
60.69,0.005,0.1,0.0,5.312,2.953,1.297
60.86,0.007,0.1,0.0,5.312,2.953,1.297
61.03,0.004,0.1,0.0,5.312,2.953,1.297
61.20,0.004,0.1,0.0,5.312,2.953,1.297
61.37,0.004,0.1,0.0,5.312,2.953,1.297
61.54,0.007,0.1,0.0,5.312,2.953,1.297
61.71,0.007,0.1,0.0,5.312,2.953,1.297
61.88,0.004,0.1,0.0,5.312,2.953,1.297
62.05,0.004,0.1,0.0,5.312,2.953,1.297
62.22,0.005,0.1,0.0,5.312,2.953,1.297
62.39,0.004,0.1,0.0,5.312,2.953,1.297
62.56,0.004,0.1,0.0,5.312,2.953,1.297
62.72,0.004,0.1,0.0,5.312,2.953,1.297
62.89,0.005,0.1,0.0,5.312,2.953,1.297
63.06,0.004,0.1,0.0,5.312,2.953,1.297
63.23,0.005,0.1,0.0,5.312,2.953,1.297
63.40,0.004,0.1,0.0,5.312,2.953,1.297
63.57,0.005,0.1,0.0,5.312,2.953,1.297
63.74,0.005,0.1,0.0,5.312,2.953,1.297
63.91,0.005,0.1,0.0,5.312,2.953,1.297
64.08,0.004,0.1,0.0,5.312,2.953,1.297
64.25,0.004,0.1,0.0,5.312,2.953,1.297
64.42,0.005,0.1,0.0,5.312,2.953,1.297
64.59,0.005,0.1,0.0,5.312,2.953,1.297
64.76,0.004,0.1,0.0,5.312,2.953,1.297
64.93,0.005,0.1,0.0,5.312,2.953,1.297
65.09,0.007,0.1,0.0,5.312,2.953,1.297
65.26,0.004,0.1,0.0,5.312,2.953,1.297
65.43,0.005,0.1,0.0,5.312,2.953,1.297
65.60,0.004,0.1,0.0,5.312,2.953,1.297
65.77,0.004,0.0,0.0,5.312,2.953,1.297
65.94,0.004,0.1,0.0,5.312,2.953,1.297
66.11,0.004,0.1,0.0,5.312,2.953,1.297
66.28,0.004,0.1,0.0,5.312,2.953,1.297
66.45,0.005,0.1,0.0,5.312,2.953,1.297
66.61,0.004,0.1,0.0,5.312,2.953,1.297
66.79,0.005,0.1,0.0,5.312,2.953,1.297
