time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
18.27,0.000,0.0,0.0,2.656,2.953,1.297
18.44,0.000,0.0,0.0,2.656,2.953,1.297
18.61,-0.000,-0.0,0.0,2.656,2.953,1.297
18.78,0.000,0.0,0.0,2.656,2.953,1.297
18.95,0.000,-0.0,0.0,2.656,2.953,1.297
19.12,0.000,0.0,0.0,2.656,2.953,1.297
19.29,-0.000,-0.1,0.0,2.656,2.953,1.297
19.45,-0.000,-0.0,0.0,2.656,2.953,1.297
19.63,-0.000,-0.0,0.0,2.656,2.953,1.297
19.80,-0.000,-0.0,0.0,2.656,2.953,1.297
19.96,-0.000,-0.0,0.0,2.656,2.953,1.297
20.13,0.000,0.0,0.0,2.656,2.953,1.297
20.30,0.000,-0.1,0.0,2.656,2.953,1.297
20.47,0.000,-0.0,0.0,2.656,2.953,1.297
20.64,0.000,0.0,0.0,2.656,2.953,1.297
20.81,0.000,-0.0,0.0,2.656,2.953,1.297
20.98,0.000,-0.1,0.0,2.656,2.953,1.297
21.15,0.000,0.0,0.0,2.656,2.953,1.297
21.32,-0.000,0.0,0.0,2.656,2.953,1.297
21.49,-0.000,0.0,0.0,2.656,2.953,1.297
21.65,0.000,-0.1,0.0,2.656,2.953,1.297
21.83,-0.000,-0.0,0.0,2.656,2.953,1.297
21.99,0.000,0.0,0.0,2.656,2.953,1.297
22.16,-0.000,-0.1,0.0,2.656,2.953,1.297
22.33,0.000,0.0,0.0,2.656,2.953,1.297
22.50,-0.000,0.0,0.0,2.656,2.953,1.297
22.67,-0.000,-0.0,0.0,2.656,2.953,1.297
22.84,0.000,0.0,0.0,2.656,2.953,1.297
23.01,-0.000,-0.1,0.0,2.656,2.953,1.297
23.18,-0.000,0.0,0.0,2.656,2.953,1.297
23.35,0.000,-0.0,0.0,2.656,2.953,1.297
23.52,0.000,0.0,0.0,2.656,2.953,1.297
23.68,-0.000,0.0,0.0,2.656,2.953,1.297
23.85,-0.000,-0.1,0.0,2.656,2.953,1.297
24.02,-0.000,-0.0,0.0,2.656,2.953,1.297
24.19,-0.000,-0.0,0.0,2.656,2.953,1.297
24.36,-0.000,0.0,0.0,2.656,2.953,1.297
24.53,-0.000,-0.1,0.0,2.656,2.953,1.297
24.70,0.000,0.0,0.0,2.656,2.953,1.297
24.87,-0.000,0.0,0.0,2.656,2.953,1.297
25.04,0.000,-0.0,0.0,2.656,2.953,1.297
25.21,-0.000,-0.1,0.0,2.656,2.953,1.297
25.38,-0.000,-0.1,0.0,2.656,2.953,1.297
25.55,-0.000,-0.1,0.0,2.656,2.953,1.297
25.72,0.000,0.0,0.0,2.656,2.953,1.297
25.88,-0.000,-0.0,0.0,2.656,2.953,1.297
26.06,0.000,-0.0,0.0,2.656,2.953,1.297
26.22,0.000,-0.1,0.0,2.656,2.953,1.297
26.39,0.000,-0.0,0.0,2.656,2.953,1.297
26.56,0.000,-0.0,0.0,2.656,2.953,1.297
26.73,0.000,0.0,0.0,2.656,2.953,1.297
26.90,-0.000,-0.1,0.0,2.656,2.953,1.297
27.07,0.000,-0.1,0.0,2.656,2.953,1.297
27.24,0.000,-0.1,0.0,2.656,2.953,1.297
27.41,0.000,0.0,0.0,2.656,2.953,1.297
27.58,-0.000,-0.0,0.0,2.656,2.953,1.297
27.75,-0.000,0.0,0.0,2.656,2.953,1.297
27.91,-0.000,-0.0,0.0,2.656,2.953,1.297
28.08,-0.000,-0.0,0.0,2.656,2.953,1.297
